id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,property_type,accommodates,bathrooms,bedrooms,beds,square_feet,cleaning_fee,review_scores_rating,review_scores_location
7346489,Middle Room 4 a Professional Female,"Union Station, Stanton Park, Kingman Park",38.8926589094,-76.9808485388,Private room,35,1,8,2015-09-30,3.69,309,House,1,1,1,1,NA,$20.00,78,9
2343987,Bedroom in Capitol Hill row-house,"Union Station, Stanton Park, Kingman Park",38.8971494592,-76.9966723394,Private room,50,2,119,2015-09-19,6.08,292,House,2,1.5,1,2,140,,94,10
1901631,2BR Guest Suite - Union Station,"Union Station, Stanton Park, Kingman Park",38.9011195366,-76.9981994982,Entire home/apt,179,1,96,2015-09-29,5.12,178,House,6,1,2,4,NA,$95.00,99,10
4930445,Heart of H Street's attractions,"Union Station, Stanton Park, Kingman Park",38.9002645688,-76.9898151907,Private room,70,2,12,2015-04-25,1.32,238,House,2,1.5,1,1,NA,,98,9
6317209,North Capitol Hill Basement Suite,"Union Station, Stanton Park, Kingman Park",38.9058008517,-76.9989397433,Entire home/apt,125,1,29,2015-09-25,7.07,182,Apartment,3,1,1,1,NA,,97,10
3779790,Historic District House (Union Stn),"Union Station, Stanton Park, Kingman Park",38.8980895853,-76.9971727023,Entire home/apt,180,2,4,2015-05-15,0.34,362,House,2,1,1,1,NA,,90,10
2554274,Amazing Apartment in DC. NoMa!,"Union Station, Stanton Park, Kingman Park",38.9057637987,-77.0051567557,Private room,79,1,22,2015-09-07,1.18,320,Apartment,2,1,1,1,NA,,97,10
55718,Sojourner's Room on Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.8975112991,-76.9925692135,Private room,75,2,175,2015-09-14,3.21,343,House,1,NA,1,1,NA,$25.00,94,9
6551591,Charming Room with Great Amenities,"Union Station, Stanton Park, Kingman Park",38.9052431324,-77.0053900383,Private room,100,7,0,,NA,88,Apartment,2,1,1,1,NA,,NA,NA
6975265,Awesome Studio in Fun Area,"Union Station, Stanton Park, Kingman Park",38.8987958168,-76.9912434841,Entire home/apt,80,3,5,2015-07-31,1.63,75,Apartment,2,1,0,1,NA,,96,10
7020322,Cain Johnson Accommodations,"Union Station, Stanton Park, Kingman Park",38.8986483223,-76.9969766127,Entire home/apt,300,1,0,,NA,365,Bed & Breakfast,4,2.5,2,2,NA,$35.00,NA,NA
6208208,Private Capitol Hill bedroom & bath,"Union Station, Stanton Park, Kingman Park",38.8969916969,-76.9809002692,Private room,107,1,4,2015-05-21,0.85,336,House,2,1.5,1,1,NA,,100,10
6937329,H St Rowhouse,"Union Station, Stanton Park, Kingman Park",38.9001265865,-76.9998972496,Entire home/apt,250,1,0,,NA,347,Apartment,6,1,3,3,NA,$75.00,NA,NA
6937338,New Penthouse Flat ~ Walk 2 Mall!!,"Union Station, Stanton Park, Kingman Park",38.8930939168,-77.0016649713,Entire home/apt,199,3,9,2015-09-24,3,299,Apartment,6,1,3,3,NA,$115.00,96,10
5503750,NoMa comfy&private 1 BR w/own bath,"Union Station, Stanton Park, Kingman Park",38.9008945253,-77.0010373329,Private room,90,1,55,2015-09-30,9.07,57,House,3,2,1,2,NA,,98,10
6162662,"1 Bed w/Balcony, 1 Block to Metro.","Union Station, Stanton Park, Kingman Park",38.9058622825,-77.0054946568,Entire home/apt,105,1,2,2015-06-28,0.47,134,Apartment,2,1,1,1,NA,$15.00,100,10
7051125,Home w/backyard near Union Station,"Union Station, Stanton Park, Kingman Park",38.8960737684,-76.9751008212,Entire home/apt,150,3,0,,NA,365,House,4,1,2,2,NA,$150.00,NA,NA
5879055,Award Winning Hi Rise in NOMA,"Union Station, Stanton Park, Kingman Park",38.9049474157,-77.0057633531,Entire home/apt,125,2,4,2015-09-27,1.32,17,Apartment,3,1,1,1,NA,$30.00,100,10
5267060,Charming & Spacious Basement Apt.,"Union Station, Stanton Park, Kingman Park",38.8976201335,-76.9733169922,Entire home/apt,85,2,45,2015-09-30,5.7,240,Apartment,2,1,0,1,NA,$25.00,98,9
2309905,Art Gallery Apartment - Sleeps 6,"Union Station, Stanton Park, Kingman Park",38.8976933352,-76.9861959985,Entire home/apt,225,3,4,2015-03-29,0.23,364,Apartment,6,1,2,2,NA,,85,9
5575873,"The Hill, H St, Eastern Market","Union Station, Stanton Park, Kingman Park",38.8996671738,-76.9868415073,Private room,99,1,1,2015-08-28,0.81,123,House,2,1,1,1,NA,,80,10
6601036,1 BR Rowe Home apt / Great Location,"Union Station, Stanton Park, Kingman Park",38.8962857782,-77.0006722662,Entire home/apt,150,1,1,2015-07-05,0.33,85,Apartment,3,1,1,1,NA,,100,10
3102110,Comfy Private 1BD Apt in the City,"Union Station, Stanton Park, Kingman Park",38.8962278977,-76.9735649661,Entire home/apt,85,2,71,2015-09-12,4.6,87,House,4,1,1,2,NA,$25.00,95,8
6472135,Entire Cap Hill ground level unit,"Union Station, Stanton Park, Kingman Park",38.8921046392,-76.9969817372,Entire home/apt,115,2,9,2015-08-14,2.06,274,Apartment,2,1,1,NA,NA,$20.00,89,10
3105225,Studio for the In and Outers  ,"Union Station, Stanton Park, Kingman Park",38.9055247526,-77.0067561545,Entire home/apt,120,1,16,2015-09-27,1.24,292,Apartment,2,1,1,1,NA,,99,10
30022,Sun Room 4 a Professional Female,"Union Station, Stanton Park, Kingman Park",38.8930198571,-76.9801356159,Private room,35,1,1,2015-09-21,1,65,House,1,1,1,1,NA,$20.00,100,10
5702153,Feel-at-home space in H st corridor,"Union Station, Stanton Park, Kingman Park",38.8999474165,-76.9893186096,Private room,79,1,42,2015-09-12,7.2,328,House,2,2,1,1,NA,,94,9
7594542,Cozy room near lively H St NE,"Union Station, Stanton Park, Kingman Park",38.8975528825,-76.9801494464,Private room,40,7,1,2015-08-03,0.48,231,House,1,1,1,1,NA,$40.00,NA,NA
5660850,The Urban Cottage,"Union Station, Stanton Park, Kingman Park",38.8924729407,-76.986422132,Entire home/apt,149,2,15,2015-08-29,2.33,68,House,2,1,1,2,NA,$75.00,99,10
3653847,Cozy 1BR apt close to Metro,"Union Station, Stanton Park, Kingman Park",38.8941275505,-76.9785638912,Entire home/apt,115,1,37,2015-09-21,2.58,331,Apartment,5,1,1,2,NA,$25.00,97,8
7725273,Beautiful Apt in Historic Row House,"Union Station, Stanton Park, Kingman Park",38.8955607101,-76.9950950836,Entire home/apt,105,1,7,2015-10-01,3.89,325,Apartment,3,1,1,1,NA,$30.00,100,10
5759200,Futon & Sofa in Single-tenant Apt.,"Union Station, Stanton Park, Kingman Park",38.8958446108,-76.9775820659,Shared room,58,1,15,2015-08-19,2.38,14,Apartment,3,1,1,2,NA,$5.00,83,8
1212239,Charming Capitol Hill Row House ,"Union Station, Stanton Park, Kingman Park",38.8950352743,-76.9996297428,Entire home/apt,250,4,7,2015-08-17,0.44,347,House,4,2,2,2,NA,$200.00,91,10
7045976,Union Station and H Street 1BD,"Union Station, Stanton Park, Kingman Park",38.8996828575,-77.0004223226,Entire home/apt,125,2,2,2015-09-21,2,0,Apartment,2,1,1,1,NA,$20.00,100,10
5964678,Desirable Capitol Hill NE!,"Union Station, Stanton Park, Kingman Park",38.8959730581,-76.9855892746,Private room,95,1,0,,NA,365,House,2,1,1,1,NA,,NA,NA
5030785,Capitol Hill 1BD-Cari's in the City,"Union Station, Stanton Park, Kingman Park",38.9058084272,-77.0000121766,Entire home/apt,180,1,10,2015-09-29,1.72,340,Apartment,3,1,1,1,NA,,100,9
6231539,Cain Johnson Accommodations,"Union Station, Stanton Park, Kingman Park",38.8987433552,-76.9990793769,Private room,156,1,0,,NA,365,House,2,1,1,1,NA,,NA,NA
2975445,Quiet Row House just off Hst ,"Union Station, Stanton Park, Kingman Park",38.8991986508,-76.9866417419,Entire home/apt,135,1,4,2015-06-26,0.69,0,House,2,1.5,1,1,NA,,85,9
3876576,"Spacious, sunny, 1 BR in hip area","Union Station, Stanton Park, Kingman Park",38.9027843064,-76.9954515564,Entire home/apt,95,1,19,2015-09-22,1.4,351,Apartment,2,1,1,1,NA,$20.00,91,9
6276856,New 1 bedroom w/ balcony near Metro,"Union Station, Stanton Park, Kingman Park",38.9055028543,-77.005498212,Entire home/apt,145,3,5,2015-09-21,1.15,136,Apartment,4,1,1,2,NA,$50.00,100,10
5874431,One BR in large two story townhome,"Union Station, Stanton Park, Kingman Park",38.8973899604,-76.9931736036,Private room,120,1,11,2015-09-21,1.89,358,House,2,1.5,1,1,NA,,96,9
5735479,"Best Building in DC, Modern, New","Union Station, Stanton Park, Kingman Park",38.9054809933,-77.005894107,Entire home/apt,160,1,6,2015-09-28,1.01,236,Apartment,3,1,1,1,NA,$25.00,80,10
834961,Private Room in Penthouse Loft ,"Union Station, Stanton Park, Kingman Park",38.8972454043,-76.971245268,Private room,79,1,41,2014-08-11,1.32,364,Apartment,2,1,1,1,NA,$20.00,90,8
2384268,Private Bedroom - H St Corridor,"Union Station, Stanton Park, Kingman Park",38.9045110861,-76.994772571,Private room,55,2,1,2015-08-20,0.67,118,House,2,1,1,1,NA,$25.00,100,8
6504358,Beautiful Apartment close to mall,"Union Station, Stanton Park, Kingman Park",38.8929408476,-76.9977710597,Entire home/apt,50,1,1,2015-06-03,0.24,108,Apartment,2,1,1,2,NA,,80,10
6077948,Capitol Hill Huge Garden Apartment,"Union Station, Stanton Park, Kingman Park",38.8957965146,-76.9925989226,Entire home/apt,135,2,14,2015-10-01,3.04,343,Apartment,4,1,1,2,NA,$65.00,100,10
4652584,Amazing Luxury City Condo!,"Union Station, Stanton Park, Kingman Park",38.9049287711,-77.0085390936,Private room,80,1,2,2015-06-10,0.25,302,Apartment,2,1,1,1,NA,,100,10
6165767,"Large 1BR w/patio, gourmet kitchen","Union Station, Stanton Park, Kingman Park",38.8949665319,-76.995261355,Entire home/apt,148,1,5,2015-09-21,1.2,223,Apartment,2,1.5,1,1,NA,,92,10
7842397,Lovely Room+Parking Union Station,"Union Station, Stanton Park, Kingman Park",38.9059108487,-77.007067614,Private room,69,1,5,2015-09-07,3.33,275,House,3,1.5,1,1,NA,$12.00,92,8
647080,Historic Row House Near US Capitol,"Union Station, Stanton Park, Kingman Park",38.8923314055,-77.0008421313,Entire home/apt,300,4,39,2015-07-21,1.02,328,House,6,2.5,2,3,NA,$90.00,99,10
7053237,Cool One Bedroom Apartment,"Union Station, Stanton Park, Kingman Park",38.8905354313,-76.975926775,Entire home/apt,85,1,1,2015-09-07,1,61,Apartment,4,1,1,2,NA,$50.00,100,8
8519618,Private Townhouse in Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.899030423,-76.9843623285,Private room,58,1,1,2015-09-28,1,361,Townhouse,2,1,1,1,NA,$15.00,100,8
6382918,Neat bedroom in Stadium Armory,"Union Station, Stanton Park, Kingman Park",38.8961371168,-76.9778926614,Private room,110,1,0,,NA,90,Apartment,2,1,1,1,NA,$20.00,NA,NA
6677846,H Street Corridor/RFK/Monuments,"Union Station, Stanton Park, Kingman Park",38.8960456677,-76.9722255027,Private room,40,2,11,2015-09-01,2.89,55,House,2,1.5,1,1,NA,$18.00,87,8
1041751,Sunny & Cozy Capitol Hill Apt. :),"Union Station, Stanton Park, Kingman Park",38.8929547909,-76.9814029837,Private room,55,5,9,2015-08-01,0.32,219,Apartment,2,1,1,1,NA,$40.00,88,8
878390,Spacious guest room for DC visitors,"Union Station, Stanton Park, Kingman Park",38.8959322277,-76.9778687161,Private room,95,2,40,2015-09-07,1.4,0,House,2,1,1,1,NA,,92,8
2098615,Room For Two In Cozy Rowhouse,"Union Station, Stanton Park, Kingman Park",38.9037916218,-77.002670238,Private room,144,1,48,2015-06-04,2.42,53,House,4,1.5,1,2,NA,$24.00,97,10
1631697,Clean Comfort in Heart of the City,"Union Station, Stanton Park, Kingman Park",38.8964484059,-76.9891180512,Entire home/apt,199,3,80,2015-09-16,3.23,133,Apartment,4,1,2,2,NA,$70.00,92,9
3802635,Capitol Hill Bedroom w/Balcony View,"Union Station, Stanton Park, Kingman Park",38.8950724899,-76.992102549,Private room,70,3,22,2015-09-27,1.75,359,House,2,1.5,1,1,NA,$30.00,96,10
7038659,Ten Minutes from Union Station,"Union Station, Stanton Park, Kingman Park",38.8963229108,-76.975351289,Private room,75,3,1,2015-08-23,0.71,365,House,2,1,1,1,NA,$75.00,60,6
7349796,Modern Two Level Apartment - DC,"Union Station, Stanton Park, Kingman Park",38.8993201116,-76.9859264936,Private room,71,1,11,2015-09-29,5.79,340,Apartment,2,1.5,1,1,NA,$30.00,95,9
3303004,5 star 3 bed near all the sites!,"Union Station, Stanton Park, Kingman Park",38.9060268724,-76.9993491875,Entire home/apt,300,3,8,2015-07-29,0.71,264,House,7,3.5,3,3,NA,$50.00,100,9
8570471,3 min to Metro near Union Station,"Union Station, Stanton Park, Kingman Park",38.9033944421,-77.0026275869,Entire home/apt,108,3,0,,NA,57,Apartment,2,1,1,1,NA,,NA,NA
6268525,Home is where the heart is.,"Union Station, Stanton Park, Kingman Park",38.8984567079,-76.9910242105,Entire home/apt,190,3,2,2015-07-06,0.63,272,House,7,1.5,2,3,NA,$100.00,100,10
2683432,Beautiful One Bedroom Basement Apt,"Union Station, Stanton Park, Kingman Park",38.9025604067,-77.0017138004,Entire home/apt,105,2,58,2015-09-18,3.23,331,Apartment,4,1,1,2,NA,$25.00,92,9
3172443,This Charming Flat on the Hill,"Union Station, Stanton Park, Kingman Park",38.9012099787,-77.0004783811,Entire home/apt,129,2,15,2015-09-25,1.11,319,Apartment,4,1,1,2,NA,$90.00,96,9
2689136,Luxurious & Sunny Capitol Hill Flat,"Union Station, Stanton Park, Kingman Park",38.8975148913,-76.9958871889,Entire home/apt,135,2,23,2015-08-08,1.82,360,Apartment,3,1,1,2,NA,$75.00,85,9
5163125,Studio Hideaway beside U.S. Senate.,"Union Station, Stanton Park, Kingman Park",38.8949484472,-77.0032164405,Entire home/apt,125,3,19,2015-09-16,2.71,354,Apartment,2,1,0,1,NA,$100.00,91,10
7692267,1 BR Apartment in Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.8990570454,-76.9881052675,Entire home/apt,100,1,3,2015-09-21,2.65,304,Apartment,3,1,1,1,NA,,87,10
4976924,Spartan extra bedroom near metro,"Union Station, Stanton Park, Kingman Park",38.8950152902,-76.9890149672,Private room,80,1,0,,NA,244,Apartment,2,1,1,1,NA,,NA,NA
7460848,Spacious for 4 Cozy for 9,"Union Station, Stanton Park, Kingman Park",38.897517424,-76.9751356546,Entire home/apt,178,3,4,2015-08-14,1.88,327,House,9,2.5,3,4,NA,$80.00,90,8
4677333,Capital Hill Rowhouse,"Union Station, Stanton Park, Kingman Park",38.8963776049,-76.9972787036,Entire home/apt,125,3,7,2015-09-19,0.94,346,House,3,1,2,2,NA,,97,10
8118323,Private room on Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.893140346,-76.996863829,Private room,65,1,3,2015-09-27,3,356,House,1,1,1,1,NA,,100,10
1103874,1 Bedroom Apt in Hill East/H Street,"Union Station, Stanton Park, Kingman Park",38.8967205373,-76.9826064986,Entire home/apt,86,2,5,2015-08-03,0.34,119,Apartment,4,1,1,2,NA,$10.00,76,6
817191,Sunny Comfort in Capitol Hill :),"Union Station, Stanton Park, Kingman Park",38.8924669129,-76.9826904291,Private room,55,5,42,2015-09-27,1.28,263,Apartment,2,1,1,1,NA,$40.00,96,9
8683692,Nice Cozy Studio in NE D.C.,"Union Station, Stanton Park, Kingman Park",38.9046938071,-77.0070095684,Entire home/apt,114,2,0,,NA,327,Apartment,4,1,0,1,NA,,NA,NA
7411768,Gorgeous Capitol Hill Apartment,"Union Station, Stanton Park, Kingman Park",38.8924056954,-77.0008138383,Entire home/apt,165,5,1,2015-08-01,0.47,49,Apartment,2,1,1,1,NA,$75.00,100,10
5592077,Cap Hill Row House-2 blocks 2 H St.,"Union Station, Stanton Park, Kingman Park",38.8973869742,-76.990071673,Private room,70,3,2,2015-06-27,0.3,309,House,2,1,1,2,NA,$50.00,100,10
5269442,"Walk to Museums, U.S. Capitol","Union Station, Stanton Park, Kingman Park",38.8954886621,-77.0010573213,Private room,90,1,9,2015-09-28,7.5,300,House,4,1.5,1,1,NA,$20.00,95,9
5904073,Steps from Union Station & Capitol!,"Union Station, Stanton Park, Kingman Park",38.8951467851,-76.9983809042,Private room,89,1,7,2015-09-21,1.3,352,House,2,1,1,1,NA,$50.00,100,10
6815426,Large BR in 3BR renovated row house,"Union Station, Stanton Park, Kingman Park",38.8983601636,-76.9792358522,Private room,80,1,2,2015-07-31,0.57,358,Townhouse,1,1.5,1,1,NA,,100,9
6560666,"Cute, bright Capitol Hill rowhome","Union Station, Stanton Park, Kingman Park",38.897071636,-76.9825547437,Entire home/apt,105,4,8,2015-08-14,2.26,102,House,4,1.5,2,2,NA,$120.00,98,8
3168102,View of the Capitol from your Room,"Union Station, Stanton Park, Kingman Park",38.9044394148,-76.9987091543,Private room,90,2,35,2015-09-27,2.23,336,House,2,1.5,1,1,NA,$30.00,95,9
8342833,Luxury apartment by city center,"Union Station, Stanton Park, Kingman Park",38.905828312,-77.0055627557,Shared room,70,2,1,2015-09-21,1,352,Apartment,1,1,1,1,NA,$15.00,100,10
1411975,Stylish Terrace Level Cap Hill Apt,"Union Station, Stanton Park, Kingman Park",38.8949100424,-76.9931605761,Entire home/apt,135,1,111,2015-09-30,4.18,327,Apartment,4,1,1,1,NA,$65.00,97,9
1520425,"Brand-new, family-friendly home","Union Station, Stanton Park, Kingman Park",38.9015567082,-76.9929704402,Entire home/apt,180,3,29,2015-09-08,1.13,362,House,6,2.5,2,4,NA,$100.00,95,8
4728917,Cap Hill Row House-2 blocks 2 H St.,"Union Station, Stanton Park, Kingman Park",38.8982758102,-76.9888833189,Entire home/apt,160,3,3,2015-07-19,0.49,285,House,4,1,2,3,NA,$50.00,87,9
7331633,Explorer's English Basement ~ 2 bed,"Union Station, Stanton Park, Kingman Park",38.8922103682,-77.0020286166,Entire home/apt,149,3,6,2015-09-27,3.46,336,Apartment,5,1,2,3,NA,$90.00,97,10
3352998,Complete first floor apartment,"Union Station, Stanton Park, Kingman Park",38.8975668759,-76.9818446,Entire home/apt,249,1,1,2015-05-14,0.21,295,Apartment,3,1,1,1,NA,,60,8
5873642,Home Away From Home,"Union Station, Stanton Park, Kingman Park",38.8950418519,-76.9898045721,Entire home/apt,149,1,8,2015-08-11,1.49,359,Apartment,4,1,2,2,NA,$75.00,83,9
4964336,Bright room blocks to metro,"Union Station, Stanton Park, Kingman Park",38.9040169768,-76.99523355,Private room,64,2,30,2015-09-17,5.11,69,House,2,1,1,1,NA,,91,8
2042255,Capitol Quarters: Quintessential DC,"Union Station, Stanton Park, Kingman Park",38.8973513239,-77.0036265319,Entire home/apt,149,4,6,2015-08-07,0.43,4,Apartment,2,1,1,1,NA,$45.00,97,10
6424894,Beautiful Townhouse @ Union Stn + H,"Union Station, Stanton Park, Kingman Park",38.8994746883,-76.9983991221,Private room,90,1,8,2015-08-26,1.75,117,House,1,1.5,1,1,NA,$25.00,88,9
8336708,1 BR w Bath for the Pope's visit,"Union Station, Stanton Park, Kingman Park",38.8930414075,-76.9971328122,Private room,150,2,0,,NA,0,Townhouse,2,1,1,2,NA,,NA,NA
7380470,BRAND NEW LISTING ON CAPITOL HILL!,"Union Station, Stanton Park, Kingman Park",38.8943862063,-76.9970955356,Entire home/apt,179,2,15,2015-09-24,6.25,349,House,4,1,1,2,NA,$65.00,93,10
5862637,Location & Beauty on Capitol Hill!,"Union Station, Stanton Park, Kingman Park",38.8928494874,-76.9990890596,Entire home/apt,159,2,20,2015-10-01,3.53,291,Apartment,4,1,1,3,NA,$55.00,94,10
4922023,Capitol Hill English Basement Apt,"Union Station, Stanton Park, Kingman Park",38.8934301545,-76.9969231614,Entire home/apt,220,2,23,2015-10-01,2.82,352,Apartment,2,1,1,1,NA,,97,10
4856299,Luxury Apartment one blk from Metro,"Union Station, Stanton Park, Kingman Park",38.9045914268,-77.0074042465,Entire home/apt,117,2,6,2015-07-31,0.81,262,Apartment,3,1,1,1,NA,$60.00,88,9
7772529,Light Filled Home on the Hill,"Union Station, Stanton Park, Kingman Park",38.8935959137,-76.9882233379,Entire home/apt,84,2,1,2015-09-21,1,30,House,4,1,2,2,NA,$90.00,100,10
8329316,Luxury apartment by city center,"Union Station, Stanton Park, Kingman Park",38.9060548215,-77.0070477884,Private room,105,2,0,,NA,350,Apartment,2,1,1,1,NA,$25.00,NA,NA
3635751,K Street Studio - H St Neighborhood,"Union Station, Stanton Park, Kingman Park",38.9017907828,-76.9948275689,Entire home/apt,175,3,3,2015-03-28,0.25,361,Apartment,4,1,0,2,NA,,100,7
6084064,Cain Johnson  Accommodations,"Union Station, Stanton Park, Kingman Park",38.8998401268,-76.99740009,Private room,175,1,0,,NA,365,Apartment,2,1,1,2,NA,$35.00,NA,NA
7050177,10 mins to Union Station w/backyard,"Union Station, Stanton Park, Kingman Park",38.8981059429,-76.9755524371,Private room,75,3,0,,NA,365,House,2,1,1,1,NA,$75.00,NA,NA
5469762,Maryland Avenue ~ Walk to Capitol ,"Union Station, Stanton Park, Kingman Park",38.8926442262,-77.0026855687,Entire home/apt,234,3,7,2015-08-10,1.06,334,House,6,1.5,2,2,NA,$115.00,83,10
7799684,Luxury City Condo with Amazing View,"Union Station, Stanton Park, Kingman Park",38.9045814305,-77.007297839,Private room,80,1,2,2015-09-03,1.87,85,Condominium,2,1,1,1,NA,,100,9
7967982,One bedroom historical apartment #2,"Union Station, Stanton Park, Kingman Park",38.8931702104,-76.9990351041,Entire home/apt,129,1,10,2015-09-30,8.57,321,Apartment,4,1,1,2,NA,$25.00,100,10
1177438,Live Like a DC Native (2-Lvl House),"Union Station, Stanton Park, Kingman Park",38.9038696536,-77.0013728753,Entire home/apt,194,2,70,2015-09-21,2.54,140,House,10,1.5,2,4,NA,$24.00,90,9
1449453,75$ 1 bed efficiency,"Union Station, Stanton Park, Kingman Park",38.8961442729,-76.9753950157,Entire home/apt,75,1,0,,NA,360,House,2,1,1,1,NA,$25.00,NA,NA
2399406,Private Studio -Capitol Hill/H St.,"Union Station, Stanton Park, Kingman Park",38.899111235,-76.9917961691,Entire home/apt,80,3,8,2015-10-01,3.75,50,Apartment,2,1,0,1,NA,$45.00,100,10
5280527,Armory Row Home ~ East Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.8947191685,-76.9816600726,Entire home/apt,225,3,2,2015-05-02,0.35,339,House,9,2,3,3,NA,$135.00,80,7
8438803,Private 1 bedroom by Union Station,"Union Station, Stanton Park, Kingman Park",38.8999952778,-77.0028222809,Private room,125,1,0,,NA,362,Apartment,2,1,1,1,NA,$25.00,NA,NA
3886521,Beautiful house on Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.9006798312,-77.0022228707,Entire home/apt,300,2,8,2015-08-24,1.49,115,House,6,2.5,3,4,NA,$150.00,100,10
4263520,H St Apt - Parking and Pets Welcome,"Union Station, Stanton Park, Kingman Park",38.90082608,-76.9930688116,Entire home/apt,130,2,51,2015-09-25,6.24,306,House,5,1,1,3,NA,,93,9
7670764,Private bedroom + Bathroom!,"Union Station, Stanton Park, Kingman Park",38.9048650551,-77.0004217831,Private room,56,4,1,2015-08-12,0.57,35,House,1,1.5,1,1,NA,,100,10
8513713,Private Cozy Room in DC Rowhouse,"Union Station, Stanton Park, Kingman Park",38.8974473579,-76.9941945989,Private room,105,1,0,,NA,0,House,2,1,1,1,NA,,NA,NA
7382997,Gem Rowhouse in Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.8961292127,-76.9985440556,Entire home/apt,245,7,0,,NA,52,House,6,2.5,2,3,NA,$140.00,NA,NA
2263105,Comfortable 1BR on Capitol Hill ,"Union Station, Stanton Park, Kingman Park",38.8963207864,-76.9880256671,Entire home/apt,95,2,98,2015-09-29,4.93,295,Apartment,4,1,1,1,NA,$35.00,93,9
107801,Heart of D.C. near Union Station!!,"Union Station, Stanton Park, Kingman Park",38.8976848668,-76.9711252962,Entire home/apt,140,2,6,2015-08-29,0.51,149,House,8,1,2,5,1500,$75.00,92,8
5111311,Capitol Hill #2 room/private bath,"Union Station, Stanton Park, Kingman Park",38.899360304,-76.9865032324,Private room,75,2,17,2015-09-28,4.4,345,House,2,1,1,1,NA,$25.00,94,9
4805609,Capitol Hill & H St. HUGE Room!!!!!,"Union Station, Stanton Park, Kingman Park",38.8972488098,-76.9856742771,Private room,79,6,8,2015-08-22,0.89,294,House,2,1.5,1,1,NA,,100,9
5867727,Modern open layout 1 bed apartment,"Union Station, Stanton Park, Kingman Park",38.9059450264,-77.004574299,Entire home/apt,115,2,15,2015-09-14,2.59,157,Apartment,3,1,1,1,0,$50.00,97,10
7602161,Charming Capitol Hill Row House,"Union Station, Stanton Park, Kingman Park",38.8932607168,-76.9914071398,Entire home/apt,225,1,0,,NA,40,House,5,1,2,2,NA,$50.00,NA,NA
618497,Premium Capitol Hill Apt with WiFi,"Union Station, Stanton Park, Kingman Park",38.8931074214,-76.996644337,Private room,229,3,0,,NA,277,Apartment,4,1,1,1,650,$80.00,NA,NA
2460367,Pilgrims Guest Quarters 2Br Apt,"Union Station, Stanton Park, Kingman Park",38.9006423887,-76.9972959948,Entire home/apt,250,3,10,2015-09-21,0.72,364,Apartment,6,1,2,5,NA,,88,9
8293644,Row House in NoMa Neighborhood,"Union Station, Stanton Park, Kingman Park",38.9058096923,-76.9983795055,Private room,40,4,0,,NA,18,House,2,1,1,1,NA,,NA,NA
3975893,Rowhome on K St,"Union Station, Stanton Park, Kingman Park",38.9025474689,-76.993942105,Entire home/apt,150,3,6,2015-06-29,0.57,335,House,6,1.5,2,2,NA,$100.00,100,9
6935575,Beautiful Modern 1-Bedroom Apt,"Union Station, Stanton Park, Kingman Park",38.9010910364,-76.9985812905,Entire home/apt,129,2,8,2015-09-30,2.89,346,Apartment,3,1,1,1,NA,,98,10
1515971,Urban luxury in trendy corridor,"Union Station, Stanton Park, Kingman Park",38.9042645,-76.9966849895,Entire home/apt,225,2,16,2015-07-05,0.65,300,House,4,2.5,2,2,NA,$40.00,96,9
8444659,LOCATION! LOCATION! & LUXURY!,"Union Station, Stanton Park, Kingman Park",38.8975069372,-77.0004187401,Entire home/apt,300,2,0,,NA,360,House,5,2.5,2,2,NA,$100.00,NA,NA
7217535,"Homey, Spacious 1-Bedroom Apartment","Union Station, Stanton Park, Kingman Park",38.8949441638,-76.9784915255,Entire home/apt,95,1,1,2015-07-28,0.44,22,Apartment,6,1,1,2,NA,$30.00,80,8
5903003,Classic English Basement near H St.,"Union Station, Stanton Park, Kingman Park",38.9051961504,-76.9964317581,Entire home/apt,125,3,23,2015-09-18,4.76,62,Apartment,4,1,1,2,NA,$70.00,97,9
8688286,Capitol Hill 2b/1ba. Great Roofdeck,"Union Station, Stanton Park, Kingman Park",38.9050671517,-76.9964345213,Entire home/apt,185,3,0,,NA,29,Apartment,4,1,2,2,NA,,NA,NA
4968471,Perfect for the Budget Traveler!,"Union Station, Stanton Park, Kingman Park",38.8980072635,-77.0011272978,Shared room,90,2,18,2015-08-31,3.35,32,Apartment,2,1,1,1,NA,,95,10
3158019,Sunny Capitol Hill Row House,"Union Station, Stanton Park, Kingman Park",38.8988977095,-76.9993343741,Entire home/apt,198,1,1,2015-09-26,1,332,House,4,2,2,2,NA,$60.00,NA,NA
3542880,Union Station/Capitol Hill Flat,"Union Station, Stanton Park, Kingman Park",38.8942534907,-76.9998226186,Entire home/apt,120,2,75,2015-09-17,5.24,289,Apartment,4,1,1,2,NA,$35.00,92,10
697246,1 Bdr in Atlas District Row House,"Union Station, Stanton Park, Kingman Park",38.9002105453,-76.99084998,Private room,150,3,10,2015-09-06,0.27,349,House,2,1.5,1,1,NA,,100,10
